name,eco,fen,moves
Gruenfeld Defense: Three Knights Variation,D90,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3
"Gruenfeld Defense: Three Knights Variation, 3. Nc3 d5 4. Nf3 Bg7",D90,rnbqk2r/ppp1ppbp/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7
"Gruenfeld Defense: Three Knights Variation, Burille Variation",D94,rnbqk2r/ppp1ppbp/5np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   e3
"Gruenfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch",D94,r1bq1rk1/pp2ppbp/2n2np1/3p4/2PP4/2N2N2/PP2BPPP/R1BQ1RK1 w -,  d4 Nf6   c4 c5   e3 g6   Nc3 Bg7   Nf3 O-O   Be2 cxd4   exd4 d5   O-O Nc6
"Gruenfeld Defense: Three Knights Variation, Hungarian Attack",D92,rnbqk2r/ppp1ppbp/5np1/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   Bf4
"Gruenfeld Defense: Three Knights Variation, Hungarian Variation",D93,rnbq1rk1/ppp1ppbp/5np1/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   Bf4 O-O   e3
"Gruenfeld Defense: Three Knights Variation, Paris Variation",D94,rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQ,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   e3 O-O   Bd3
"Gruenfeld Defense: Three Knights Variation, Petrosian System",D91,rnbqk2r/ppp1ppbp/5np1/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   Bg5
"Gruenfeld Defense: Three Knights Variation, Vienna Variation",D95,rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/1QN1PN2/PP3PPP/R1B1KB1R b KQ,  d4 Nf6   c4 g6   Nc3 d5   Nf3 Bg7   e3 O-O   Qb3
Gruenfeld Defense: Zaitsev Gambit,D80,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP3P/2N5/PP2PPP1/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   h4
Guatemala Defense,B00,rn1qkbnr/p1pppppp/bp6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 b6   d4 Ba6
Gunderam Defense,C40,rnb1kbnr/ppppqppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Qe7
Hippopotamus Defense,B00,rnbqkb1r/pppppppp/7n/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 Nh6
"Hippopotamus Defense, 2. d4 g6 3. c4 f6",B00,rnbqkb1r/ppppp2p/5ppn/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq,  e4 Nh6   d4 g6   c4 f6
Horwitz Defense,A40,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 e6
"Horwitz Defense: Dutch Defense, Bellon Gambit",A84,rnbqkbnr/pppp2pp/4p3/5p2/2PPP3/8/PP3PPP/RNBQKBNR b KQkq,  d4 e6   c4 f5   e4
Horwitz Defense: Zilbermints Gambit,A40,rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  c4 e6   d4 e5
Hungarian Opening,A00,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq,  g3
Hungarian Opening: Asten Gambit,A00,r1bqkbnr/ppp3pp/2n5/4Pp2/3pN3/6P1/PPP1PP1P/R1BQKBNR w KQkq,  g3 Nc6   Nc3 d5   d4 e5   dxe5 d4   Ne4 f5
Hungarian Opening: Buecker Gambit,A00,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq,  g3 d5   Bg2 e5   b4
Hungarian Opening: Burk Gambit,A00,rnbqk1nr/ppp1bppp/8/3p4/4p2N/P2P2P1/1PP1PP1P/RNBQKB1R b KQkq,  g3 e5   a3 d5   Nf3 e4   Nh4 Be7   d3
Hungarian Opening: Catalan Formation,A00,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 e6
Hungarian Opening: Dutch Defense,A00,rnbqkbnr/ppppp1pp/8/5p2/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 f5
Hungarian Opening: Indian Defense,A00,rnbqkb1r/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 Nf6
Hungarian Opening: Myers Defense,A00,rnbqkbnr/pppppp1p/8/6p1/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 g5
Hungarian Opening: Pachman Gambit,A00,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq,  g3 f5   e4 fxe4   Qh5+ g6
Hungarian Opening: Paris Gambit,A00,rn1qkbnr/ppp2ppp/8/3p4/5p2/6PB/PPPPP2P/RNBQ1RK1 b kq,  g3 e5   Nh3 d5   f4 Bxh3   Bxh3 exf4   O-O
Hungarian Opening: Reversed Alekhine,A00,rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq,  g3 e5   Nf3
"Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit",A00,rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq,  g3 e5   Nf3 e4   Ng1 Nf6   b4
Hungarian Opening: Reversed Modern Defense,A00,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 c5
Hungarian Opening: Reversed Norwegian Defense,A00,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq,  g3 e5   Nf3 e4   Nh4
Hungarian Opening: Sicilian Invitation,A00,rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 c5
Hungarian Opening: Slav Formation,A00,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 c6
Hungarian Opening: Symmetrical Variation,A00,rnbqkbnr/pppppp1p/6p1/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 g6
Hungarian Opening: Van Kuijk Gambit,A00,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  g3 h5   Nf3 h4
Hungarian Opening: Wiedenhagen-Beta Gambit,A00,rnbqkbnr/ppp1pp1p/8/3p2p1/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  g3 d5   Nf3 g5
Hungarian Opening: Winterberg Gambit,A00,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq,  g3 d5   Bg2 e5   c4 dxc4   b3
Indian Game,A45,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 Nf6
Indian Game: 3. Qb3,E10,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/1Q6/PP2PPPP/RNB1KBNR b KQkq,  d4 Nf6   c4 e6   Qb3
"Indian Game: Anti-Gruenfeld, Adorjan Gambit",E60,rnbqkb1r/p1pppp1p/5np1/1p1P4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   d5 b5
"Indian Game: Anti-Gruenfeld, Advance Variation",E60,rnbqkb1r/pppppp1p/5np1/3P4/2P5/8/PP2PPPP/RNBQKBNR b KQkq,  d4 Nf6   c4 g6   d5
"Indian Game: Anti-Gruenfeld, Alekhine Variation",D70,rnbqkb1r/pppppp1p/5np1/8/2PP4/5P2/PP2P1PP/RNBQKBNR b KQkq,  d4 Nf6   c4 g6   f3
"Indian Game: Anti-Gruenfeld, Alekhine Variation, Leko Gambit",D70,rnbqkb1r/pppp1p1p/5np1/4p3/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   f3 e5
Indian Game: Anti-Nimzo-Indian,E10,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3
Indian Game: Budapest Defense,A51,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 e5
"Indian Game: Colle System, King's Indian Variation",A48,rnbqk2r/ppp1ppbp/3p1np1/8/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq,  e3 d6   d4 g6   Nf3 Bg7   Bd3 Nf6
Indian Game: Czech-Indian,A46,rnbqkb1r/pp1ppppp/2p2n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c6
Indian Game: Devin Gambit,E00,rnbqkb1r/pppp1ppp/4pn2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq,  d4 Nf6   c4 e6   g4
Indian Game: Doery Indian,E10,rnbqkb1r/pppp1ppp/4p3/8/2PPn3/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 Ne4
Indian Game: Dzindzi-Indian Defense,E10,rnbqkb1r/1ppp1ppp/p3pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 a6
Indian Game: East Indian Defense,E00,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 e6
"Indian Game: Gedult Attack, Gedult Attack",A45,rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq,  d4 Nf6   f3 d5   g4
Indian Game: Gibbins-Wiedenhagen Gambit Accepted,A45,rnbqkb1r/pppppppp/8/8/3P2n1/8/PPP1PP1P/RNBQKBNR w KQkq,  d4 Nf6   g4 Nxg4
"Indian Game: Gibbins-Wiedenhagen Gambit, Maltese Falcon",A45,rnbqkb1r/pppppppp/5n2/8/3PP3/5P2/PPP4P/RNBQKBNR b KQkq,  d4 Nf6   g4 Nxg4   f3 Nf6   e4
"Indian Game: Gibbins-Wiedenhagen Gambit, Oshima Defense",A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq,  d4 Nf6   g4 e5
"Indian Game: Gibbins-Wiedenhagen Gambit, Stummer Gambit",A45,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP1BP1P/R1BQK1NR b KQkq,  d4 Nf6   g4 Nxg4   e4 d6   Be2 Nf6   Nc3
"Indian Game: King's Indian Variation, Fianchetto Variation",A49,rnbqk2r/ppppppbp/5np1/8/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq,  d4 Nf6   c4 g6   g3 Bg7   Bg2
"Indian Game: Knights Variation, Alburt-Miles Variation",A46,rnbqkb1r/1ppppppp/p4n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 a6
Indian Game: Lazard Gambit,A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P4/8/PPPNPPPP/R1BQKBNR w KQkq,  d4 Nf6   Nd2 e5
Indian Game: London System,A46,rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,  d4 Nf6   Nf3 e6   Bf4
Indian Game: Maddigan Gambit,A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 e5
Indian Game: Medusa Gambit,A50,rnbqkb1r/pppppp1p/5n2/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g5
Indian Game: Normal Variation,A50,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq,  d4 Nf6   c4
Indian Game: Omega Gambit,A45,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,  d4 Nf6   e4
"Indian Game: Omega Gambit, Arafat Gambit",A45,rnbqkb1r/pppppppp/5n2/6B1/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq,  d4 Nf6   e4 Nxe4   Bd3 Nf6   Bg5
"Indian Game: Paleface Attack, Blackmar-Diemer Gambit Deferred",A45,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq,  d4 Nf6   f3 d5   e4
Indian Game: Pawn Push Variation,A45,rnbqkb1r/pppppppp/5n2/3P4/8/8/PPP1PPPP/RNBQKBNR b KQkq,  d4 Nf6   d5
Indian Game: Polish Variation,A46,rnbqkb1r/p1pppppp/5n2/1p6/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 b5
Indian Game: Przepiorka Variation,A49,rnbqkb1r/pppppp1p/5np1/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq,  d4 Nf6   Nf3 g6   g3
Indian Game: Pseudo-Benko,A46,rnbqkb1r/p2ppppp/5n2/1ppP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c5   d5 b5
Indian Game: Pyrenees Gambit,A50,rnbqkb1r/p1pppppp/5n2/1p6/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 b5
Indian Game: Reversed Chigorin Defense,A45,rnbqkb1r/pp1ppppp/5n2/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 c5
Indian Game: Schnepper Gambit,A47,rnbqkb1r/p1pp1ppp/1p3n2/4p3/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 b6   c3 e5
Indian Game: Seirawan Attack,E00,rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq,  d4 Nf6   c4 e6   Bg5
Indian Game: Spielmann-Indian,A46,rnbqkb1r/pp1ppppp/5n2/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c5
Indian Game: Tartakower Attack,A45,rnbqkb1r/pppppppp/5n2/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq,  d4 Nf6   g3
Indian Game: Wade-Tartakower Defense,A46,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 d6
Indian Game: West Indian Defense,E61,rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6
Irish Gambit,C44,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   Nxe5
Italian Game,C50,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4
Italian Game: Anti-Fried Liver Defense,C55,r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 h6
Italian Game: Bird's Attack,C53,r1bqk2r/pppp1ppp/2n2n2/2b1p3/1PB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   b4
Italian Game: Classical Variation,C53,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3
"Italian Game: Classical Variation, 3. Bc4 Bc5 4. c3 Nf6",C53,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6
"Italian Game: Classical Variation, Albin Gambit",C53,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   O-O Nf6   c3
"Italian Game: Classical Variation, Alexandre Gambit",C53,r1bqk1nr/pppp2pp/2n5/2b1pp2/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 f5
"Italian Game: Classical Variation, Center Attack",C53,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4
"Italian Game: Classical Variation, Center Holding Variation",C53,r1b1k1nr/ppppqppp/1bn5/4p3/2BPP3/2P2N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Qe7   d4 Bb6
"Italian Game: Classical Variation, Closed Variation",C53,r1b1k1nr/ppppqppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Qe7
"Italian Game: Classical Variation, Giuoco Pianissimo",C53,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d3
"Italian Game: Classical Variation, Giuoco Pianissimo, Main Line",C53,r1bq1rk1/bpp2ppp/p1np1n2/4p3/4P3/1BPP1N1P/PP3PP1/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d3 d6   O-O O-O   Re1 a6   Bb3 Ba7   h3
"Italian Game: Classical Variation, Greco Gambit",C53,r1bqk2r/ppp2ppp/2n2n2/2bpP3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   d4 exd4   Bc4 Bc5   c3 Nf6   e5 d5
"Italian Game: Classical Variation, Greco Gambit, Anderssen Variation",C54,r1bqk2r/ppp2ppp/2n5/1B1pP3/1b1Pn3/5N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   e5 d5   Bb5 Ne4   cxd4 Bb4+
"Italian Game: Classical Variation, Greco Gambit, Greco Variation",C54,r1bqk2r/pppp1ppp/2n5/8/1bBP4/2n2N2/PP3PPP/R1BQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   cxd4 Bb4+   Nc3 Nxe4   O-O Nxc3
"Italian Game: Classical Variation, Greco Gambit, Main Line",C54,r1bqk2r/pppp1ppp/2n5/8/2BPn3/2b2N2/PP3PPP/R1BQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   cxd4 Bb4+   Nc3 Nxe4   O-O Bxc3
"Italian Game: Classical Variation, Greco Gambit, Moeller-Bayonet Attack",C54,r1bqk2r/ppp1nppp/3p1b2/3P4/2B1R1P1/5N2/PP3P1P/R1BQ2K1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   cxd4 Bb4+   Nc3 Nxe4   O-O Bxc3   d5 Bf6   Re1 Ne7   Rxe4 d6   g4
"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack",C54,r1bqk2r/pppp1ppp/2n5/3P4/2B1n3/2b2N2/PP3PPP/R1BQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   cxd4 Bb4+   Nc3 Nxe4   O-O Bxc3   d5
"Italian Game: Classical Variation, Greco Gambit, Traditional Line",C54,r1bqk2r/pppp1ppp/2n2n2/2b5/2BPP3/5N2/PP3PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Nf6   d4 exd4   cxd4
"Italian Game: Classical Variation, La Bourdonnais Variation",C53,r1bqk1nr/ppp2ppp/1bnp4/8/2BPP3/5N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 d6   d4 exd4   cxd4 Bb6
"Italian Game: Classical Variation, Tarrasch Variation",C53,r1b1k2r/1pp1qppp/pbnp1n2/4p3/P1BPP3/2P2N1P/1P3PP1/RNBQR1K1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 Qe7   d4 Bb6   O-O d6   a4 a6   h3 Nf6   Re1
Italian Game: Deutz Gambit,C55,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   O-O Nf6   d4
Italian Game: Evans Gambit,C51,r1bqk1nr/pppp1ppp/2n5/2b1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4
"Italian Game: Evans Gambit, 5. c3 Ba5 6. O-O d6",C52,r1bqk1nr/ppp2ppp/2np4/b3p3/2B1P3/2P2N2/P2P1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   O-O d6
"Italian Game: Evans Gambit, 8. cxd4 Bb6 9. Nc3 Bg4",C51,r2qk1nr/ppp2ppp/1bnp4/8/2BPP1b1/2N2N2/P4PPP/R1BQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Bc5   d4 exd4   O-O d6   cxd4 Bb6   Nc3 Bg4
Italian Game: Evans Gambit Accepted,C51,r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4
Italian Game: Evans Gambit Declined,C51,r1bqk1nr/pppp1ppp/1bn5/4p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6
"Italian Game: Evans Gambit Declined, 5. a4",C51,r1bqk1nr/pppp1ppp/1bn5/4p3/PPB1P3/5N2/2PP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   a4
"Italian Game: Evans Gambit Declined, Cordel Variation",C51,r1bqk1nr/pppp1ppp/1bn5/4p3/1PB1P3/5N2/PBPP1PPP/RN1QK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   Bb2
"Italian Game: Evans Gambit Declined, Hicken Variation",C51,r1bk2nr/pppp1Qpp/1b6/nP2q3/2B1P3/8/PBPP1PPP/RN2K2R b KQ,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   b5 Na5   Nxe5 Qg5   Qf3 Qxe5   Qxf7+ Kd8   Bb2
"Italian Game: Evans Gambit Declined, Hirschbach Variation",C51,r1b1k1nr/pppp1ppp/1b6/nP2N1q1/2B1P3/8/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   b5 Na5   Nxe5 Qg5
"Italian Game: Evans Gambit Declined, Lange Variation",C51,r1bqk2r/pppp1ppp/1b5n/nP2N3/2B1P3/8/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   b5 Na5   Nxe5 Nh6
"Italian Game: Evans Gambit Declined, Pavlov Variation",C51,r1b3r1/ppp2k1p/1b6/nP2B1q1/3PP3/8/P1PN1PPP/R2QK2R b KQ,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   b5 Na5   Nxe5 Nh6   d4 d6   Bxh6 dxe5   Bxg7 Rg8   Bxf7+ Kxf7   Bxe5 Qg5   Nd2
"Italian Game: Evans Gambit Declined, Showalter Variation",C51,r1bqk1nr/1ppp1ppp/pbn5/4p3/PPB1P3/2N2N2/2PP1PPP/R1BQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   a4 a6   Nc3
"Italian Game: Evans Gambit Declined, Vasquez Variation",C51,r1b3nr/ppppkBpp/1b6/nP2N1qQ/4P3/8/P1PP1PPP/RNB1K2R b KQ,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bb6   b5 Na5   Nxe5 Qg5   Bxf7+ Ke7   Qh5
"Italian Game: Evans Gambit, Alapin-Steinitz Variation",C52,r2qk1nr/ppp2ppp/2np4/b3p3/2BPP1b1/2P2N2/P4PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   O-O d6   d4 Bg4
"Italian Game: Evans Gambit, Anderssen Defense",C52,r1bqk2r/pppp1ppp/2n2n2/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   O-O Nf6   d4 exd4
"Italian Game: Evans Gambit, Anderssen Variation",C51,r1bqk1nr/ppppbppp/2n5/4p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Be7
"Italian Game: Evans Gambit, Anderssen Variation, Cordel Line",C51,r1bqk1nr/ppppbppp/8/n3p3/2BPP3/2P2N2/P4PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Be7   d4 Na5
"Italian Game: Evans Gambit, Bronstein Defense",C51,r1bqk1nr/ppp2ppp/2np4/b3p3/2BPP3/2P2N2/P4PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   d4 d6
"Italian Game: Evans Gambit, Compromised Defense",C52,r1bqk1nr/pppp1ppp/2n5/b7/2B1P3/2p2N2/P4PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   d4 exd4   O-O dxc3
"Italian Game: Evans Gambit, Compromised Defense, Main Line",C52,r1b1k2r/ppppnppp/2n3q1/b3P3/2B5/BQN2N2/P4PPP/R4RK1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   d4 exd4   O-O dxc3   Qb3 Qf6   e5 Qg6   Nxc3 Nge7   Ba3
"Italian Game: Evans Gambit, Compromised Defense, Potter Variation",C52,r1b1k2r/ppppnppp/2n3q1/b3P3/2B5/1QN2N2/P4PPP/R1BR2K1 b kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   d4 exd4   O-O dxc3   Qb3 Qf6   e5 Qg6   Nxc3 Nge7   Rd1
"Italian Game: Evans Gambit, Dufresne Defense",C52,r1bqk1nr/pppp1ppp/2n5/b7/2B1P3/2Pp1N2/P4PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 Bxb4   c3 Ba5   d4 exd4   O-O d3
